nome_arquivo,imagem,threshold,prompt_fundo,prompt_roupa,clip_fundo,clip_inpainting
img-03-mscoco__fundo_0711__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__The_Mona_Lisa.jpg,img-03-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.365966796875,0.2452392578125
img-03-mscoco__fundo_0711__A sunset__th19__The_Mona_Lisa.jpg,img-03-mscoco,1.9,A sunset,The Mona Lisa,0.24951171875,0.260009765625
img-03-mscoco__fundo_0711__The Parthenon in front of the Great Pyramid__th19__The_Mona_Lisa.jpg,img-03-mscoco,1.9,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.25439453125,0.1927490234375
img-03-mscoco__fundo_0711__The city of London__th19__The_Mona_Lisa.jpg,img-03-mscoco,1.9,The city of London,The Mona Lisa,0.294189453125,0.18212890625
img-03-mscoco__fundo_0735__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__Salvador_Dalí.jpg,img-03-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.2005615234375,0.24560546875
img-03-mscoco__fundo_0735__A sunset__th01__Salvador_Dalí.jpg,img-03-mscoco,0.1,A sunset,Salvador Dalí,0.184326171875,0.2474365234375
img-03-mscoco__fundo_0735__The Parthenon in front of the Great Pyramid__th01__Salvador_Dalí.jpg,img-03-mscoco,0.1,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.1512451171875,0.25927734375
img-03-mscoco__fundo_0735__The city of London__th01__Salvador_Dalí.jpg,img-03-mscoco,0.1,The city of London,Salvador Dalí,0.19677734375,0.2344970703125
img-03-mscoco__fundo_0759__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__Salvador_Dalí.jpg,img-03-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.1829833984375,0.2310791015625
img-03-mscoco__fundo_0759__A sunset__th03__Salvador_Dalí.jpg,img-03-mscoco,0.3,A sunset,Salvador Dalí,0.1795654296875,0.27197265625
img-03-mscoco__fundo_0759__The Parthenon in front of the Great Pyramid__th03__Salvador_Dalí.jpg,img-03-mscoco,0.3,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2025146484375,0.1959228515625
img-03-mscoco__fundo_0759__The city of London__th03__Salvador_Dalí.jpg,img-03-mscoco,0.3,The city of London,Salvador Dalí,0.229736328125,0.2325439453125
img-03-mscoco__fundo_0783__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__Salvador_Dalí.jpg,img-03-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.2081298828125,0.2568359375
img-03-mscoco__fundo_0783__A sunset__th05__Salvador_Dalí.jpg,img-03-mscoco,0.5,A sunset,Salvador Dalí,0.1932373046875,0.1885986328125
img-03-mscoco__fundo_0783__The Parthenon in front of the Great Pyramid__th05__Salvador_Dalí.jpg,img-03-mscoco,0.5,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2318115234375,0.2156982421875
img-03-mscoco__fundo_0783__The city of London__th05__Salvador_Dalí.jpg,img-03-mscoco,0.5,The city of London,Salvador Dalí,0.252685546875,0.2034912109375
img-03-mscoco__fundo_0807__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__Salvador_Dalí.jpg,img-03-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.2476806640625,0.2265625
img-03-mscoco__fundo_0807__A sunset__th07__Salvador_Dalí.jpg,img-03-mscoco,0.7,A sunset,Salvador Dalí,0.2022705078125,0.2335205078125
img-03-mscoco__fundo_0807__The Parthenon in front of the Great Pyramid__th07__Salvador_Dalí.jpg,img-03-mscoco,0.7,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.226806640625,0.190673828125
img-03-mscoco__fundo_0807__The city of London__th07__Salvador_Dalí.jpg,img-03-mscoco,0.7,The city of London,Salvador Dalí,0.24609375,0.2283935546875
img-03-mscoco__fundo_0831__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__Salvador_Dalí.jpg,img-03-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.186279296875,0.2288818359375
img-03-mscoco__fundo_0831__A sunset__th09__Salvador_Dalí.jpg,img-03-mscoco,0.9,A sunset,Salvador Dalí,0.1912841796875,0.2254638671875
img-03-mscoco__fundo_0831__The Parthenon in front of the Great Pyramid__th09__Salvador_Dalí.jpg,img-03-mscoco,0.9,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.236083984375,0.235595703125
img-03-mscoco__fundo_0831__The city of London__th09__Salvador_Dalí.jpg,img-03-mscoco,0.9,The city of London,Salvador Dalí,0.2325439453125,0.16796875
img-03-mscoco__fundo_0855__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__Salvador_Dalí.jpg,img-03-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.179443359375,0.226318359375
img-03-mscoco__fundo_0855__A sunset__th11__Salvador_Dalí.jpg,img-03-mscoco,1.1,A sunset,Salvador Dalí,0.1990966796875,0.216796875
img-03-mscoco__fundo_0855__The Parthenon in front of the Great Pyramid__th11__Salvador_Dalí.jpg,img-03-mscoco,1.1,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.21630859375,0.201904296875
img-03-mscoco__fundo_0855__The city of London__th11__Salvador_Dalí.jpg,img-03-mscoco,1.1,The city of London,Salvador Dalí,0.2330322265625,0.21435546875
img-03-mscoco__fundo_0879__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__Salvador_Dalí.jpg,img-03-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.267333984375,0.287109375
img-03-mscoco__fundo_0879__A sunset__th13__Salvador_Dalí.jpg,img-03-mscoco,1.3,A sunset,Salvador Dalí,0.1905517578125,0.20068359375
img-03-mscoco__fundo_0879__The Parthenon in front of the Great Pyramid__th13__Salvador_Dalí.jpg,img-03-mscoco,1.3,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2432861328125,0.1905517578125
img-03-mscoco__fundo_0879__The city of London__th13__Salvador_Dalí.jpg,img-03-mscoco,1.3,The city of London,Salvador Dalí,0.2479248046875,0.2066650390625
img-03-mscoco__fundo_0903__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__Salvador_Dalí.jpg,img-03-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.289306640625,0.232666015625
img-03-mscoco__fundo_0903__A sunset__th15__Salvador_Dalí.jpg,img-03-mscoco,1.5,A sunset,Salvador Dalí,0.265625,0.1920166015625
img-03-mscoco__fundo_0903__The Parthenon in front of the Great Pyramid__th15__Salvador_Dalí.jpg,img-03-mscoco,1.5,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.242919921875,0.27978515625
img-03-mscoco__fundo_0903__The city of London__th15__Salvador_Dalí.jpg,img-03-mscoco,1.5,The city of London,Salvador Dalí,0.26318359375,0.17236328125
img-03-mscoco__fundo_0927__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__Salvador_Dalí.jpg,img-03-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.296875,0.25146484375
img-03-mscoco__fundo_0927__A sunset__th17__Salvador_Dalí.jpg,img-03-mscoco,1.7,A sunset,Salvador Dalí,0.256103515625,0.260986328125
img-03-mscoco__fundo_0927__The Parthenon in front of the Great Pyramid__th17__Salvador_Dalí.jpg,img-03-mscoco,1.7,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.263671875,0.1719970703125
img-03-mscoco__fundo_0927__The city of London__th17__Salvador_Dalí.jpg,img-03-mscoco,1.7,The city of London,Salvador Dalí,0.26123046875,0.1702880859375
img-03-mscoco__fundo_0951__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__Salvador_Dalí.jpg,img-03-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.348876953125,0.239990234375
img-03-mscoco__fundo_0951__A sunset__th19__Salvador_Dalí.jpg,img-03-mscoco,1.9,A sunset,Salvador Dalí,0.265625,0.1827392578125
img-03-mscoco__fundo_0951__The Parthenon in front of the Great Pyramid__th19__Salvador_Dalí.jpg,img-03-mscoco,1.9,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.278564453125,0.2313232421875
img-03-mscoco__fundo_0951__The city of London__th19__Salvador_Dalí.jpg,img-03-mscoco,1.9,The city of London,Salvador Dalí,0.274658203125,0.167236328125
img-03-mscoco__fundo_0975__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1773681640625,0.283203125
img-03-mscoco__fundo_0975__A sunset__th01__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.1,A sunset,A person with arms like a tree branch,0.17919921875,0.28955078125
img-03-mscoco__fundo_0975__The Parthenon in front of the Great Pyramid__th01__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.1,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.169921875,0.27490234375
img-03-mscoco__fundo_0975__The city of London__th01__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.1,The city of London,A person with arms like a tree branch,0.177001953125,0.26416015625
img-03-mscoco__fundo_0999__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1507568359375,0.2958984375
img-03-mscoco__fundo_0999__A sunset__th03__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.3,A sunset,A person with arms like a tree branch,0.217041015625,0.298095703125
img-03-mscoco__fundo_0999__The Parthenon in front of the Great Pyramid__th03__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.3,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2412109375,0.260498046875
img-03-mscoco__fundo_0999__The city of London__th03__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.3,The city of London,A person with arms like a tree branch,0.1885986328125,0.22216796875
img-03-mscoco__fundo_1023__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1842041015625,0.267578125
img-03-mscoco__fundo_1023__A sunset__th05__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.5,A sunset,A person with arms like a tree branch,0.2030029296875,0.290771484375
img-03-mscoco__fundo_1023__The Parthenon in front of the Great Pyramid__th05__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.5,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2237548828125,0.224609375
img-03-mscoco__fundo_1023__The city of London__th05__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.5,The city of London,A person with arms like a tree branch,0.2392578125,0.21533203125
img-03-mscoco__fundo_1047__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1962890625,0.2481689453125
img-03-mscoco__fundo_1047__A sunset__th07__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.7,A sunset,A person with arms like a tree branch,0.2364501953125,0.268310546875
img-03-mscoco__fundo_1047__The Parthenon in front of the Great Pyramid__th07__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.7,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2279052734375,0.2398681640625
img-03-mscoco__fundo_1047__The city of London__th07__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.7,The city of London,A person with arms like a tree branch,0.2353515625,0.262939453125
img-03-mscoco__fundo_1071__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__A_person_with_arms_like_a_tree_branch.jpg,img-03-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.188232421875,0.278076171875
